what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333550202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333551519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322333560633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333562931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333565301
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322333567879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333576742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333579534
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322333589081
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322333590971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333606846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333612144
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1322333613527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322333621472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322333638415
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322333647095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322333650853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333654491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333667457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333677647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333679695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322333703692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333705917
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333706718
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1322333712228
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1322333722152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333731311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333733254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333738262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333741522
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1322333741556
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322333742767
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1322333746372
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322333756368
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1322333762994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333763800
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322333768138
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333852917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333856763
error,log,,,"No command output when running: 'am start -n org.pravin.android.sendcontact/org.pravin.android.sendcontact.ListContactsActivity -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5556",1322333859604
opened,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322333865074
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322333865109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333866445
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322333866454
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322333873200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333898495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333898613
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322333914313
opened,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322333915204
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322333915252
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333922946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333925544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322333957923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333964545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333969452
started,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1322333969535
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322333981956
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322333982471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333986078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333990987
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322334010914
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322334019595
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322334021034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322334025108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322334039435
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1322334047050
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322334052069
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322334052404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334071610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334075254
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322334082190
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322334084649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334086055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334099220
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1322334107980
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322334115317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334126746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334139468
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322334141552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334150557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334156959
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334173294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334181104
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322334184522
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1322334208109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334214857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334217830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334290219
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334306069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334329614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334617078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334651041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334667928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334674343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334716523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334721867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334858969
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322334865694
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334872907
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334882493
opened,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322334883366
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322334883426
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1322334933640
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322334941128
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322334950417
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1322334953400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334957287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322334969665
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322334978819
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322335000645
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335003314
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335007385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322335028047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335033365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335038181
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1322335042335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335050756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335054540
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1322335081085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335081151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335092152
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1322335097384
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1322335100177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335104560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335110457
error,log,,,"Referenced part does not exist yet: org.eclipse.ui.views.ProblemView.",1322335110514
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1322335110942
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1322335111072
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1322335111147
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.BreakpointView",1322335112225
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1322335126033
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1322335126095
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1322335138292
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1322335189419
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1322335189462
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1322335191181
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1322335193352
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1322335197094
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1322335199082
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1322335201186
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1322335202974
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1322335204593
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1322335205246
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1322335210307
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1322335216994
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322335217100
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1322335217100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335220591
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1322335345623
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335345666
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1322335349510
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322335359813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1322335385453
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322335388787
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1322335410265
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1322335414659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335421922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335437446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322335488915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322336241049
